n_beads,n_cuts,replicate,mutant,date,salt,hmgb1,mode,std,n_muts
10,0,14,12SpacG11T,190529,Ca,80,0.0,0.0,1.0
18,0,15,12SpacG11T,190529,Ca,80,0.0,0.0,1.0
30,1,16,12SpacG11T,190529,Ca,80,0.03333333333333333,0.001074074074074074,1.0
9,4,1,12NonA1G,190429,Mg,80,0.4444444444444444,0.027434842249657063,1.0
5,4,2,12NonA1G,190429,Mg,80,0.8,0.032,1.0
5,1,3,12NonA1G,190429,Mg,80,0.2,0.032,1.0
6,1,4,12NonA1G,190429,Mg,80,0.16666666666666666,0.023148148148148147,1.0
25,5,5,12NonA1G,190429,Mg,80,0.2,0.0064,1.0
11,7,6,12NonA1G,190429,Mg,80,0.6363636363636364,0.021036814425244178,1.0
6,0,7,12NonA1G,190429,Mg,80,0.0,0.0,1.0
3,3,8,12NonA1G,190429,Mg,80,1.0,0.0,1.0
6,2,9,12NonA1G,190429,Mg,80,0.3333333333333333,0.037037037037037035,1.0
2,1,10,12NonA1G,190429,Mg,80,0.5,0.125,1.0
7,2,11,12NonA1G,190429,Mg,80,0.2857142857142857,0.029154518950437316,1.0
1,0,12,12NonA1G,190429,Mg,80,0.0,0.0,1.0
4,0,13,12NonA1G,190429,Mg,80,0.0,0.0,1.0
13,2,14,12NonA1G,190429,Mg,80,0.15384615384615385,0.010013654984069186,1.0
3,0,15,12NonA1G,190429,Mg,80,0.0,0.0,1.0
1,0,16,12NonA1G,190429,Mg,80,0.0,0.0,1.0
1,1,17,12NonA1G,190429,Mg,80,1.0,0.0,1.0
13,4,18,12NonA1G,190429,Mg,80,0.3076923076923077,0.016385980883022302,1.0
5,3,19,12NonA1G,190429,Mg,80,0.6,0.048,1.0
3,3,1,12SpacC1G,170803,Mg,80,1.0,0.0,1.0
5,2,2,12SpacC1G,170803,Mg,80,0.4,0.048,1.0
4,3,3,12SpacC1G,170803,Mg,80,0.75,0.046875,1.0
6,4,4,12SpacC1G,170803,Mg,80,0.6666666666666666,0.037037037037037035,1.0
1,0,1,12HeptT6CG7A,180926,Mg,80,0.0,0.0,2.0
0,0,2,12HeptT6CG7A,180926,Mg,80,,,2.0
0,0,3,12HeptT6CG7A,180926,Mg,80,,,2.0
1,0,4,12HeptT6CG7A,180926,Mg,80,0.0,0.0,2.0
0,0,5,12HeptT6CG7A,180926,Mg,80,,,2.0
0,0,6,12HeptT6CG7A,180926,Mg,80,,,2.0
6,3,1,12SpacG10CG11A,180928,Mg,80,0.5,0.041666666666666664,2.0
3,3,2,12SpacG10CG11A,180928,Mg,80,1.0,0.0,2.0
3,2,3,12SpacG10CG11A,180928,Mg,80,0.6666666666666666,0.07407407407407407,2.0
2,2,4,12SpacG10CG11A,180928,Mg,80,1.0,0.0,2.0
1,1,5,12SpacG10CG11A,180928,Mg,80,1.0,0.0,2.0
6,2,6,12SpacG10CG11A,180928,Mg,80,0.3333333333333333,0.037037037037037035,2.0
3,1,7,12SpacG10CG11A,180928,Mg,80,0.3333333333333333,0.07407407407407407,2.0
0,0,8,12SpacG10CG11A,180928,Mg,80,,,2.0
3,0,1,12NonA4C,190515,Mg,80,0.0,0.0,1.0
7,0,2,12NonA4C,190515,Mg,80,0.0,0.0,1.0
4,3,3,12NonA4C,190515,Mg,80,0.75,0.046875,1.0
5,1,4,12NonA4C,190515,Mg,80,0.2,0.032,1.0
1,0,5,12NonA4C,190515,Mg,80,0.0,0.0,1.0
7,2,6,12NonA4C,190515,Mg,80,0.2857142857142857,0.029154518950437316,1.0
1,1,7,12NonA4C,190515,Mg,80,1.0,0.0,1.0
4,1,8,12NonA4C,190515,Mg,80,0.25,0.046875,1.0
1,0,9,12NonA4C,190515,Mg,80,0.0,0.0,1.0
2,0,10,12NonA4C,190515,Mg,80,0.0,0.0,1.0
0,0,11,12NonA4C,190515,Mg,80,,,1.0
0,0,12,12NonA4C,190515,Mg,80,,,1.0
1,0,13,12NonA4C,190515,Mg,80,0.0,0.0,1.0
0,0,14,12NonA4C,190515,Mg,80,,,1.0
3,2,15,12NonA4C,190515,Mg,80,0.6666666666666666,0.07407407407407407,1.0
1,0,16,12NonA4C,190515,Mg,80,0.0,0.0,1.0
1,0,17,12NonA4C,190515,Mg,80,0.0,0.0,1.0
4,4,1,12SpacA3T,180213,Mg,80,1.0,0.0,1.0
11,3,2,12SpacA3T,180213,Mg,80,0.2727272727272727,0.018031555221637866,1.0
2,0,3,12SpacA3T,180213,Mg,80,0.0,0.0,1.0
5,4,4,12SpacA3T,180213,Mg,80,0.8,0.032,1.0
2,2,5,12SpacA3T,180213,Mg,80,1.0,0.0,1.0
2,2,6,12SpacA3T,180213,Mg,80,1.0,0.0,1.0
4,3,7,12SpacA3T,180213,Mg,80,0.75,0.046875,1.0
15,5,1,12SpacG11A,Date Unknown,Mg,80,0.3333333333333333,0.014814814814814815,1.0
6,5,2,12SpacG11A,Date Unknown,Mg,80,0.8333333333333334,0.023148148148148147,1.0
4,2,3,12SpacG11A,Date Unknown,Mg,80,0.5,0.0625,1.0
1,0,4,12SpacG11A,Date Unknown,Mg,80,0.0,0.0,1.0
2,0,5,12SpacG11A,Date Unknown,Mg,80,0.0,0.0,1.0
3,1,6,12SpacG11A,Date Unknown,Mg,80,0.3333333333333333,0.07407407407407407,1.0
0,0,7,12SpacG11A,Date Unknown,Mg,80,,,1.0
2,0,8,12SpacG11A,Date Unknown,Mg,80,0.0,0.0,1.0
3,3,1,12SpacA12T,180126,Mg,80,1.0,0.0,1.0
0,0,2,12SpacA12T,180126,Mg,80,,,1.0
12,4,3,12SpacA12T,180126,Mg,80,0.3333333333333333,0.018518518518518517,1.0
6,3,4,12SpacA12T,180126,Mg,80,0.5,0.041666666666666664,1.0
8,2,5,12SpacA12T,180126,Mg,80,0.25,0.0234375,1.0
2,2,1,12SpacA3G,180106,Mg,80,1.0,0.0,1.0
6,0,2,12SpacA3G,180106,Mg,80,0.0,0.0,1.0
4,4,3,12SpacA3G,180106,Mg,80,1.0,0.0,1.0
9,3,4,12SpacA3G,180106,Mg,80,0.3333333333333333,0.024691358024691357,1.0
9,2,5,12SpacA3G,180106,Mg,80,0.2222222222222222,0.019204389574759947,1.0
9,2,6,12SpacA3G,180106,Mg,80,0.2222222222222222,0.019204389574759947,1.0
5,3,1,12SpacG6T,170725,Mg,80,0.6,0.048,1.0
7,3,2,12SpacG6T,170725,Mg,80,0.42857142857142855,0.03498542274052478,1.0
23,5,3,12SpacG6T,170725,Mg,80,0.21739130434782608,0.007397057614859866,1.0
11,7,4,12SpacG6T,170725,Mg,80,0.6363636363636364,0.021036814425244178,1.0
6,2,5,12SpacG6T,170725,Mg,80,0.3333333333333333,0.037037037037037035,1.0
20,9,6,12SpacG6T,170725,Mg,80,0.45,0.012375,1.0
6,3,7,12SpacG6T,170725,Mg,80,0.5,0.041666666666666664,1.0
4,3,8,12SpacG6T,170725,Mg,80,0.75,0.046875,1.0
4,2,1,V1-135,190520,Mg,80,0.5,0.0625,5.0
8,5,2,V1-135,190520,Mg,80,0.625,0.029296875,5.0
10,2,3,V1-135,190520,Mg,80,0.2,0.016,5.0
3,0,4,V1-135,190520,Mg,80,0.0,0.0,5.0
1,0,5,V1-135,190520,Mg,80,0.0,0.0,5.0
9,4,6,V1-135,190520,Mg,80,0.4444444444444444,0.027434842249657063,5.0
6,2,7,V1-135,190520,Mg,80,0.3333333333333333,0.037037037037037035,5.0
4,1,8,V1-135,190520,Mg,80,0.25,0.046875,5.0
1,1,9,V1-135,190520,Mg,80,1.0,0.0,5.0
13,2,10,V1-135,190520,Mg,80,0.15384615384615385,0.010013654984069186,5.0
1,1,11,V1-135,190520,Mg,80,1.0,0.0,5.0
8,0,1,WT12rss,190628,Ca,80,0.0,0.0,0.0
3,0,2,WT12rss,190628,Ca,80,0.0,0.0,0.0
3,0,3,WT12rss,190628,Ca,80,0.0,0.0,0.0
3,0,4,WT12rss,190628,Ca,80,0.0,0.0,0.0
13,0,5,WT12rss,190628,Ca,80,0.0,0.0,0.0
6,3,6,WT12rss,190628,Ca,80,0.5,0.041666666666666664,0.0
3,0,7,WT12rss,190628,Ca,80,0.0,0.0,0.0
17,0,8,WT12rss,190628,Ca,80,0.0,0.0,0.0
15,0,9,WT12rss,190628,Ca,80,0.0,0.0,0.0
16,0,10,WT12rss,190628,Ca,80,0.0,0.0,0.0
4,1,11,WT12rss,190628,Ca,80,0.25,0.046875,0.0
9,0,12,WT12rss,190628,Ca,80,0.0,0.0,0.0
2,0,13,WT12rss,190628,Ca,80,0.0,0.0,0.0
2,0,14,WT12rss,190628,Ca,80,0.0,0.0,0.0
4,0,15,WT12rss,190628,Ca,80,0.0,0.0,0.0
5,0,16,WT12rss,190628,Ca,80,0.0,0.0,0.0
4,0,17,WT12rss,190628,Ca,80,0.0,0.0,0.0
1,0,18,WT12rss,190628,Ca,80,0.0,0.0,0.0
9,0,19,WT12rss,190628,Ca,80,0.0,0.0,0.0
6,0,20,WT12rss,190628,Ca,80,0.0,0.0,0.0
12,0,21,WT12rss,190628,Ca,80,0.0,0.0,0.0
11,0,22,WT12rss,190628,Ca,80,0.0,0.0,0.0
8,2,23,WT12rss,190628,Ca,80,0.25,0.0234375,0.0
5,0,24,WT12rss,190628,Ca,80,0.0,0.0,0.0
2,0,25,WT12rss,190628,Ca,80,0.0,0.0,0.0
9,5,1,12SpacG10C,180202,Mg,80,0.5555555555555556,0.027434842249657063,1.0
4,4,2,12SpacG10C,180202,Mg,80,1.0,0.0,1.0
11,5,3,12SpacG10C,180202,Mg,80,0.45454545454545453,0.022539444027047332,1.0
11,6,4,12SpacG10C,180202,Mg,80,0.5454545454545454,0.022539444027047332,1.0
5,2,1,12NonC8G,170609,Mg,80,0.4,0.048,1.0
4,1,2,12NonC8G,170609,Mg,80,0.25,0.046875,1.0
1,0,3,12NonC8G,170609,Mg,80,0.0,0.0,1.0
8,0,4,12NonC8G,170609,Mg,80,0.0,0.0,1.0
2,1,5,12NonC8G,170609,Mg,80,0.5,0.125,1.0
4,1,6,12NonC8G,170609,Mg,80,0.25,0.046875,1.0
15,6,7,12NonC8G,170609,Mg,80,0.4,0.016,1.0
1,1,1,12HeptA4T,160920,Mg,80,1.0,0.0,1.0
1,0,2,12HeptA4T,160920,Mg,80,0.0,0.0,1.0
6,3,3,12HeptA4T,160920,Mg,80,0.5,0.041666666666666664,1.0
3,1,4,12HeptA4T,160920,Mg,80,0.3333333333333333,0.07407407407407407,1.0
8,2,5,12HeptA4T,160920,Mg,80,0.25,0.0234375,1.0
13,10,6,12HeptA4T,160920,Mg,80,0.7692307692307693,0.013654984069185253,1.0
30,12,7,12HeptA4T,160920,Mg,80,0.4,0.008,1.0
3,2,8,12HeptA4T,160920,Mg,80,0.6666666666666666,0.07407407407407407,1.0
10,2,9,12HeptA4T,160920,Mg,80,0.2,0.016,1.0
17,10,10,12HeptA4T,160920,Mg,80,0.5882352941176471,0.014247913698351313,1.0
20,7,11,12HeptA4T,160920,Mg,80,0.35,0.011375,1.0
15,3,12,12HeptA4T,160920,Mg,80,0.2,0.010666666666666666,1.0
2,0,1,12NonC8T,180928,Mg,80,0.0,0.0,1.0
1,0,2,12NonC8T,180928,Mg,80,0.0,0.0,1.0
0,0,3,12NonC8T,180928,Mg,80,,,1.0
1,1,4,12NonC8T,180928,Mg,80,1.0,0.0,1.0
5,2,5,12NonC8T,180928,Mg,80,0.4,0.048,1.0
8,1,6,12NonC8T,180928,Mg,80,0.125,0.013671875,1.0
2,1,7,12NonC8T,180928,Mg,80,0.5,0.125,1.0
4,2,8,12NonC8T,180928,Mg,80,0.5,0.0625,1.0
4,0,1,12SpacT9A,170810,Mg,80,0.0,0.0,1.0
4,2,2,12SpacT9A,170810,Mg,80,0.5,0.0625,1.0
5,2,3,12SpacT9A,170810,Mg,80,0.4,0.048,1.0
2,1,4,12SpacT9A,170810,Mg,80,0.5,0.125,1.0
6,4,5,12SpacT9A,170810,Mg,80,0.6666666666666666,0.037037037037037035,1.0
5,4,6,12SpacT9A,170810,Mg,80,0.8,0.032,1.0
4,3,1,V9-120,190521,Mg,80,0.75,0.046875,7.0
8,4,2,V9-120,190521,Mg,80,0.5,0.03125,7.0
2,1,3,V9-120,190521,Mg,80,0.5,0.125,7.0
1,1,4,V9-120,190521,Mg,80,1.0,0.0,7.0
4,2,5,V9-120,190521,Mg,80,0.5,0.0625,7.0
2,1,6,V9-120,190521,Mg,80,0.5,0.125,7.0
2,1,7,V9-120,190521,Mg,80,0.5,0.125,7.0
6,2,8,V9-120,190521,Mg,80,0.3333333333333333,0.037037037037037035,7.0
2,2,9,V9-120,190521,Mg,80,1.0,0.0,7.0
0,0,10,V9-120,190521,Mg,80,,,7.0
3,2,11,V9-120,190521,Mg,80,0.6666666666666666,0.07407407407407407,7.0
0,0,12,V9-120,190521,Mg,80,,,7.0
10,2,13,V9-120,190521,Mg,80,0.2,0.016,7.0
1,0,1,12NonA3C,170120,Mg,80,0.0,0.0,1.0
5,2,2,12NonA3C,170120,Mg,80,0.4,0.048,1.0
6,5,3,12NonA3C,170120,Mg,80,0.8333333333333334,0.023148148148148147,1.0
0,0,4,12NonA3C,170120,Mg,80,,,1.0
0,0,5,12NonA3C,170120,Mg,80,,,1.0
1,0,6,12NonA3C,170120,Mg,80,0.0,0.0,1.0
1,0,7,12NonA3C,170120,Mg,80,0.0,0.0,1.0
0,0,8,12NonA3C,170120,Mg,80,,,1.0
0,0,9,12NonA3C,170120,Mg,80,,,1.0
2,0,10,12NonA3C,170120,Mg,80,0.0,0.0,1.0
1,0,11,12NonA3C,170120,Mg,80,0.0,0.0,1.0
0,0,12,12NonA3C,170120,Mg,80,,,1.0
4,1,1,12HeptG5C,160923,Mg,80,0.25,0.046875,1.0
5,1,2,12HeptG5C,160923,Mg,80,0.2,0.032,1.0
3,0,3,12HeptG5C,160923,Mg,80,0.0,0.0,1.0
5,1,4,12HeptG5C,160923,Mg,80,0.2,0.032,1.0
4,1,5,12HeptG5C,160923,Mg,80,0.25,0.046875,1.0
17,1,6,12HeptG5C,160923,Mg,80,0.058823529411764705,0.003256665988194586,1.0
7,3,7,12HeptG5C,160923,Mg,80,0.42857142857142855,0.03498542274052478,1.0
9,2,8,12HeptG5C,160923,Mg,80,0.2222222222222222,0.019204389574759947,1.0
11,3,9,12HeptG5C,160923,Mg,80,0.2727272727272727,0.018031555221637866,1.0
7,3,10,12HeptG5C,160923,Mg,80,0.42857142857142855,0.03498542274052478,1.0
10,2,11,12HeptG5C,160923,Mg,80,0.2,0.016,1.0
1,0,12,12HeptG5C,160923,Mg,80,0.0,0.0,1.0
